"lat","lng","freq"
"18.300421709564","109.5020086985",1
"21.257463103764","110.36506726285",1
"22.546053546205","114.02597365732",2
"22.847725040636","108.31695324825",1
"23.552254688119","108.92427442706",1
"25.448450136734","119.07773096396",2
"26.182432187564","119.12238323588",1
"26.276828622628","104.15257073219",1
"26.301591411273","119.5683393031",1
"26.651212147773","108.69459563706",1
"26.786578072622","110.74581533919",1
"27.695864052356","111.72066354648",1
"27.95454517027","116.36091886693",1
"28.002837594041","120.69063473371",1
"28.405679688374","117.94436679858",1
"28.751865254096","105.93160013109",1
"28.864800229907","112.04431060341",1
"29.242640479342","104.854763441",1
"29.356214912479","116.34204769578",1
"29.359628264894","108.27286773419",1
"29.600957611095","103.76082423877",1
"29.816264082426","106.7537985312",2
"29.996772000415","113.53891465228",1
"30.173164959818","110.70999872376",1
"30.367480937958","102.8991597236",2
"30.622039213976","113.68167835943",2
"30.649047356422","113.12623048765",2
"30.710054184366","108.4134386367",1
"30.94881416065","106.98760176612",1
"31.004978516713","113.77818589474",1
"31.063877074354","105.85733163521",1
"31.20931625014","112.41056219213",1
"31.366019787543","118.38410842323",1
"31.68232502305","113.81261910549",1
"31.86918915916","106.75791584175",1
"31.896989987694","110.71456120963",1
"31.960263455083","119.64430350829",1
"32.031230299697","114.44356295731",1
"32.201507325967","116.17352091075",1
"32.213678940627","120.135346292",1
"32.372139642174","106.40182287359",1
"32.434165591299","111.76583021988",1
"32.441040158428","105.81968694",1
"32.77006975982","118.54841622014",1
"32.902076990198","109.42357994353",5
"32.914183257269","106.14087102725",1
"33.011419569116","112.54284190051",1
"33.013797169954","119.36848893836",1
"33.065316023116","108.25051841167",1
"33.070817074221","112.19328453943",1
"33.225833658364","119.45565078384",1
"33.274470322798","114.89338047633",1
"33.295149932293","115.17871821127",1
"33.29995432977","113.01682220295",1
"33.301221213377","114.40923857452",1
"33.488907986634","119.83649673997",1
"33.533528390142","116.10131815703",1
"33.557949046136","116.22355045352",1
"33.576278688483","114.04606140023",1
"33.623740818141","114.6541019423",2
"33.636772385781","116.98869241183",2
"33.745301456524","113.30084897798",1
"33.894050509383","115.38398333433",1
"33.915497347446","113.03577147499",1
"33.952049733709","118.29689337855",2
"34.111651823091","115.30904185846",1
"34.157183767956","113.48680405753",2
"34.174207665479","116.61611287589",1
"34.223680706067","116.15745373108",1
"34.277799897831","108.9530982792",1
"34.388437240132","114.16103722407",1
"34.438588640246","115.64188568785",2
"34.70900380778","113.72186105524",1
"34.709534760447","110.61649553806",1
"34.728152773974","113.69735739194",1
"34.75661006414","113.64964384986",2
"34.777655607134","108.13671381859",1
"34.801854175837","114.35164211776",1
"34.806179937519","113.35180180957",1
"34.807883078386","117.2793053833",1
"34.879764140336","114.98029307097",1
"34.888645774448","111.25110932094",4
"34.894671510755","110.48894872131",1
"35.029035610429","113.95316420007",1
"35.038859479812","111.00685365308",11
"35.063676878932","110.96193094165",1
"35.105364562479","112.40526796973",1
"35.126679510784","111.35838628885",3
"35.149379501121","110.62589540589",1
"35.221584155393","111.82478688142",1
"35.234607554986","113.21183588499",1
"35.255968489859","106.06568568013",1
"35.262440496075","115.46335977453",1
"35.283536562407","115.47002526505",2
"35.307257557661","113.91269016082",1
"35.426540841161","112.36152699508",36
"35.434199027209","116.30729105899",1
"35.475851325496","112.87098535033",10
"35.480866347273","112.63580065402",1
"35.496124382112","112.8396395554",1
"35.498578532808","111.64482039841",2
"35.498937994202","112.86535720403",1
"35.499834467226","112.86733275751",63
"35.523540997633","112.06117151372",1
"35.55872977754","112.5455102784",1
"35.573084092983","112.88311093954",1
"35.574016144932","116.75413928962",1
"35.62178548788","111.37150924676",6
"35.631891049091","110.70853926353",2
"35.672970105564","112.52406408325",1
"35.679939255649","112.52735826208",1
"35.686206113273","114.46718581475",1
"35.690743897919","113.34338659863",113
"35.695397582179","111.83920947478",3
"35.720703020619","112.95589741638",2
"35.726115655973","112.95067153755",1
"35.734620685104","112.82723133595",1
"35.751489118151","112.37742990987",66
"35.752778966888","112.90003785579",1
"35.753297888208","115.02662744067",1
"35.759789786128","113.08645726137",1
"35.768284060001","112.97695647599",1
"35.77193370823","115.04809659609",2
"35.781998040812","113.28278853851",1
"35.793852937161","112.95804436655",1
"35.796624679951","112.60877301545",1
"35.801404731968","115.53840075342",1
"35.809742457991","112.93511535362",187
"35.833600319907","116.93293882598",1
"35.861780996994","112.903174647",1
"35.883388448048","112.71710079439",1
"35.889866818465","113.5754539638",1
"35.897262156725","113.42381429935",1
"35.89750971881","113.42858751665",3
"35.898563508067","113.64156715718",1
"35.906569063676","114.82334356443",2
"35.909457745163","113.31469775248",1
"35.914933389259","113.15682461315",4
"35.918810306634","113.04960266357",1
"35.923447971253","113.58397422627",1
"35.924704585334","113.58700470752",1
"35.926481900845","113.06664335201",3
